simulation_id,ROIC,N40_sales_capital_ratio,N32_working_capital,total_revenue,total_capital,N25_Fundusze_specjalne,N26_Saldo_naleznosci,N27_Stan_zapasow,N28_Stan_RMK_czynne,N29_Stan_zobowiazan_handlowych,N30_RMK_bierne
3346,0.4842928402500401,6.456930767440343,48.74937345856832,356.59344172,55.22646200856832,0.43065070379452525,88.21095047115224,1.665150591047547,16.68021694579459,54.9612526668117,2.4150411788198247
3347,0.792439427511565,10.565356527241809,27.27410960413292,356.59344172,33.75119815413292,0.48346930258368875,82.2861626973593,0.2980355855987016,18.611002422136558,70.77052464785353,2.6670971505244077
3348,0.280715804361298,3.7426993823641994,88.79998430289527,356.59344172,95.27707285289527,0.4609323669890675,124.45142369922252,0.7625197150213445,15.234142629785753,48.22965717470677,2.957512199438521
3349,0.36613442928305046,4.881560215171368,66.57198305865201,356.59344172,73.04907160865201,0.5347286665405103,105.06520870230952,0.8003012751630098,13.502142576870654,48.551865513908055,3.709075315242605
3350,0.4023508253312305,5.3644225300644885,59.996691194511136,356.59344172,66.47377974451113,0.49408979579503925,127.37786593562973,1.3068514819862038,14.441560406088248,79.67229616295444,2.9632006704435634
3351,0.4378392041412582,5.837578410103388,54.608761894908106,356.59344172,61.085850444908104,0.4759724028930567,101.33403698444404,1.0645032414340483,12.928395810878252,57.17582194464303,3.066379794312149
3352,0.387240385325111,5.162959578568653,62.59055304072881,356.59344172,69.06764159072881,0.5189266022976482,93.64631455401027,0.29777680849930155,16.1323496304608,43.28980417154957,3.67715717839435
3353,0.3148874244041434,4.198299313831308,78.46050523832328,356.59344172,84.93759378832328,0.43752607035592184,125.8505312519853,1.7841875161261358,21.351648899388337,67.59722014523413,2.491116213586464
3354,0.2701498895717152,3.6018272186217284,92.52639498091008,356.59344172,99.00348353091009,0.4874341631178126,124.30900205230193,1.6957484483614746,19.68022459947241,49.672603545871,2.9985424102369227
3355,0.5661008352822997,7.547652157980991,40.76852296681231,356.59344172,47.24561151681231,0.5290212017085139,97.77171693981376,1.783868083794205,12.071953370329732,67.49732034011733,2.8326738852995437
3356,0.7150988382477379,9.534197714049897,30.924426754692345,356.59344172,37.401515304692346,0.4735127597782613,96.15002370179903,1.138111071703288,12.352052993617585,74.83126824267832,3.410980009970987
3357,0.4232727215359449,5.643367879014241,56.710966768181414,356.59344172,63.18805531818141,0.45184988864110587,92.65032019805827,0.8290950659808426,22.920855353600043,55.97231662160236,3.2651373392142675
3358,0.35057191365416046,4.674069875378052,69.81476228399244,356.59344172,76.29185083399244,0.47379231196487764,105.01564220480923,1.2309038605472895,20.504313630588072,53.54817266460971,2.91413243537757
3359,0.32721605720135566,4.3626732665572945,75.26028207858197,356.59344172,81.73737062858197,0.5143941846043967,108.3743432633193,0.6352730329302521,19.62001781414058,50.03624134102297,2.818716506180829
3360,0.4098502788121402,5.464410487546727,58.78035185142458,356.59344172,65.25744040142457,0.4508710063575543,129.14283439371061,0.28298839822776123,17.168529831289852,83.8719633420073,3.4911664234387927
3361,0.7253739745680957,9.67119301592615,30.394623257713437,356.59344172,36.87171180771344,0.43305983097497996,97.48624285241956,0.6404067515384685,17.781891013000994,81.99079108524629,3.09006644302431
3362,0.6258167905702922,8.343827027729333,36.26030767536763,356.59344172,42.737396225367625,0.49711607422852344,85.88273671136021,0.581504729763439,15.051082835059633,61.597316331086766,3.160584195500352
3363,0.4364982761597452,5.819700220666843,54.796418365986845,356.59344172,61.27350691598684,0.4595597208070922,100.99676510891983,0.3863359342519926,17.154798258259067,60.53356813288329,2.7483530817536588
3364,0.384274313602428,5.123413836461999,63.123660696960584,356.59344172,69.60074924696059,0.5047576318487794,115.42570308806768,0.8537298867712857,12.69819954699598,62.647554814383696,2.701659378641891
3365,0.5970785516909604,7.9606687329955035,38.317319266768706,356.59344172,44.794407816768704,0.5018510317071375,93.80188661219573,1.745806751065877,21.56658005041563,75.4623484745942,2.8327546406072077
